hour,time,alive_percent,q_t,resilience
362,2025-01-16 01:00,56.25,0.5625,0.795515
363,2025-01-16 02:00,56.25,0.5614,0.79487
364,2025-01-16 03:00,56.0957,0.560957,0.794227
365,2025-01-16 04:00,56.0957,0.560957,0.793588
366,2025-01-16 05:00,56.0957,0.560957,0.792952
367,2025-01-16 06:00,56.0957,0.560957,0.79232
368,2025-01-16 07:00,100.0,0.618006,0.791847
369,2025-01-16 08:00,100.0,0.902582,0.792147
370,2025-01-16 09:00,100.0,0.978814,0.792651
371,2025-01-16 10:00,100.0,0.998282,0.793205
372,2025-01-16 11:00,100.0,0.999804,0.793761
373,2025-01-16 12:00,100.0,0.999919,0.794313
374,2025-01-16 13:00,100.0,0.999609,0.794862
375,2025-01-16 14:00,100.0,0.99856,0.795406
376,2025-01-16 15:00,100.0,0.995101,0.795937
377,2025-01-16 16:00,100.0,0.985847,0.79644
378,2025-01-16 17:00,97.4537,0.966186,0.796889
379,2025-01-16 18:00,95.8333,0.950923,0.797296
380,2025-01-16 19:00,94.2901,0.925937,0.797634
381,2025-01-16 20:00,91.821,0.915859,0.797945
382,2025-01-16 21:00,90.4321,0.875171,0.798147
383,2025-01-16 22:00,85.8025,0.855011,0.798295
384,2025-01-16 23:00,85.1852,0.83947,0.798403
385,2025-01-17 00:00,83.642,0.831554,0.798489
386,2025-01-17 01:00,82.6389,0.820202,0.798545
387,2025-01-17 02:00,81.3272,0.805834,0.798564
388,2025-01-17 03:00,80.0154,0.793518,0.798551
389,2025-01-17 04:00,79.1667,0.789223,0.798527
390,2025-01-17 05:00,78.858,0.785885,0.798494
391,2025-01-17 06:00,78.3179,0.779222,0.798445
392,2025-01-17 07:00,100.0,0.791653,0.798428
393,2025-01-17 08:00,100.0,0.85439,0.79857
394,2025-01-17 09:00,100.0,0.930859,0.798906
395,2025-01-17 10:00,100.0,0.973924,0.799349
396,2025-01-17 11:00,100.0,0.987764,0.799825
397,2025-01-17 12:00,100.0,0.993448,0.800313
398,2025-01-17 13:00,100.0,0.990314,0.80079
399,2025-01-17 14:00,100.0,0.984177,0.80125
400,2025-01-17 15:00,100.0,0.959726,0.801646
401,2025-01-17 16:00,100.0,0.934335,0.801977
402,2025-01-17 17:00,90.3549,0.874638,0.802157
403,2025-01-17 18:00,85.6481,0.849465,0.802275
404,2025-01-17 19:00,84.4136,0.833387,0.802352
405,2025-01-17 20:00,82.1759,0.812457,0.802377
406,2025-01-17 21:00,80.4784,0.797268,0.802364
407,2025-01-17 22:00,78.1636,0.779542,0.802308
408,2025-01-17 23:00,77.7006,0.770734,0.802231
409,2025-01-18 00:00,76.1574,0.760279,0.802128
410,2025-01-18 01:00,75.6944,0.740901,0.801979
411,2025-01-18 02:00,73.4568,0.729852,0.801803
412,2025-01-18 03:00,72.4537,0.71865,0.801601
413,2025-01-18 04:00,71.6821,0.712474,0.801386
414,2025-01-18 05:00,70.9105,0.706945,0.801158
415,2025-01-18 06:00,70.5247,0.703119,0.800921
416,2025-01-18 07:00,100.0,0.730682,0.800752
417,2025-01-18 08:00,100.0,0.876462,0.800934
418,2025-01-18 09:00,100.0,0.966991,0.801331
419,2025-01-18 10:00,100.0,0.995482,0.801795
420,2025-01-18 11:00,100.0,0.999659,0.802266
421,2025-01-18 12:00,100.0,0.999894,0.802735
422,2025-01-18 13:00,100.0,0.999436,0.803201
423,2025-01-18 14:00,100.0,0.99802,0.803662
424,2025-01-18 15:00,100.0,0.993604,0.80411
425,2025-01-18 16:00,100.0,0.980354,0.804525
426,2025-01-18 17:00,96.6821,0.956314,0.804881
427,2025-01-18 18:00,93.8272,0.926061,0.805165
428,2025-01-18 19:00,91.5123,0.884105,0.805349
429,2025-01-18 20:00,86.3426,0.860939,0.805479
430,2025-01-18 21:00,85.108,0.834068,0.805545
431,2025-01-18 22:00,82.8704,0.822099,0.805584
432,2025-01-18 23:00,81.5586,0.813723,0.805602
433,2025-01-19 00:00,80.8642,0.802871,0.805596
434,2025-01-19 01:00,79.784,0.786336,0.805552
435,2025-01-19 02:00,77.5463,0.772021,0.805475
436,2025-01-19 03:00,76.3117,0.758726,0.805367
437,2025-01-19 04:00,75.6173,0.753427,0.805249
438,2025-01-19 05:00,75.0772,0.746736,0.805115
439,2025-01-19 06:00,74.3056,0.740093,0.804967
440,2025-01-19 07:00,100.0,0.742446,0.804825
441,2025-01-19 08:00,100.0,0.810668,0.804838
442,2025-01-19 09:00,100.0,0.859702,0.804962
443,2025-01-19 10:00,100.0,0.927471,0.805239
444,2025-01-19 11:00,100.0,0.955505,0.805577
445,2025-01-19 12:00,100.0,0.973452,0.805954
446,2025-01-19 13:00,100.0,0.980443,0.806346
447,2025-01-19 14:00,100.0,0.971941,0.806716
448,2025-01-19 15:00,100.0,0.956031,0.807049
449,2025-01-19 16:00,100.0,0.900178,0.807257
450,2025-01-19 17:00,84.9537,0.836685,0.807322
451,2025-01-19 18:00,82.2531,0.805099,0.807317
452,2025-01-19 19:00,78.6265,0.783016,0.807263
453,2025-01-19 20:00,78.0864,0.762728,0.807165
454,2025-01-19 21:00,73.8426,0.730608,0.806997
455,2025-01-19 22:00,72.2222,0.708553,0.80678
456,2025-01-19 23:00,70.216,0.688706,0.806521
457,2025-01-20 00:00,68.5185,0.683708,0.806252
458,2025-01-20 01:00,68.3642,0.682733,0.805983
459,2025-01-20 02:00,68.2099,0.682099,0.805713
460,2025-01-20 03:00,68.2099,0.680778,0.805441
461,2025-01-20 04:00,67.9784,0.679784,0.805169
462,2025-01-20 05:00,67.9784,0.67763,0.804893
463,2025-01-20 06:00,67.5154,0.675154,0.804612
464,2025-01-20 07:00,100.0,0.615598,0.804205
465,2025-01-20 08:00,100.0,0.869069,0.804345
466,2025-01-20 09:00,100.0,0.962552,0.804684
467,2025-01-20 10:00,100.0,0.998186,0.805098
468,2025-01-20 11:00,100.0,1.0,0.805515
469,2025-01-20 12:00,100.0,1.0,0.80593
470,2025-01-20 13:00,100.0,1.0,0.806342
471,2025-01-20 14:00,100.0,1.0,0.806754
472,2025-01-20 15:00,100.0,0.998334,0.80716
473,2025-01-20 16:00,100.0,0.989597,0.807545
474,2025-01-20 17:00,98.2253,0.979634,0.807908
475,2025-01-20 18:00,97.608,0.968902,0.808247
476,2025-01-20 19:00,95.6019,0.944079,0.808533
477,2025-01-20 20:00,93.3642,0.926901,0.808781
478,2025-01-20 21:00,92.284,0.885272,0.808941
479,2025-01-20 22:00,86.4198,0.84988,0.809026
480,2025-01-20 23:00,84.1821,0.838278,0.809087
481,2025-01-21 00:00,83.4105,0.828245,0.809127
482,2025-01-21 01:00,81.9444,0.81317,0.809135
483,2025-01-21 02:00,80.4012,0.795022,0.809106
484,2025-01-21 03:00,78.7037,0.776809,0.809039
485,2025-01-21 04:00,76.7747,0.762516,0.808944
486,2025-01-21 05:00,76.0802,0.70914,0.808738
487,2025-01-21 06:00,62.3457,0.616188,0.808343
488,2025-01-21 07:00,100.0,0.640057,0.807998
489,2025-01-21 08:00,100.0,0.844859,0.808073
490,2025-01-21 09:00,100.0,0.94262,0.808348
491,2025-01-21 10:00,100.0,0.993023,0.808724
492,2025-01-21 11:00,100.0,0.999617,0.809112
493,2025-01-21 12:00,100.0,0.999949,0.809499
494,2025-01-21 13:00,100.0,1.0,0.809885
495,2025-01-21 14:00,100.0,0.999722,0.810268
496,2025-01-21 15:00,100.0,0.995291,0.810641
497,2025-01-21 16:00,100.0,0.987364,0.810997
498,2025-01-21 17:00,97.8395,0.960685,0.811297
499,2025-01-21 18:00,91.4352,0.908637,0.811492
500,2025-01-21 19:00,90.2778,0.882617,0.811635
501,2025-01-21 20:00,87.1142,0.866224,0.811744
502,2025-01-21 21:00,85.7253,0.844815,0.81181
503,2025-01-21 22:00,83.7963,0.831826,0.811849
504,2025-01-21 23:00,82.6389,0.820278,0.811866
505,2025-01-22 00:00,81.4815,0.808435,0.811859
506,2025-01-22 01:00,79.784,0.779529,0.811795
507,2025-01-22 02:00,77.3148,0.765701,0.811705
508,2025-01-22 03:00,75.5401,0.753679,0.81159
509,2025-01-22 04:00,75.1543,0.750447,0.81147
510,2025-01-22 05:00,74.7685,0.743478,0.811337
511,2025-01-22 06:00,73.8426,0.736372,0.81119
512,2025-01-22 07:00,100.0,0.768125,0.811106
513,2025-01-22 08:00,100.0,0.905065,0.811289
514,2025-01-22 09:00,100.0,0.987822,0.811633
515,2025-01-22 10:00,100.0,0.998178,0.811995
516,2025-01-22 11:00,100.0,0.999874,0.812359
517,2025-01-22 12:00,100.0,1.0,0.812722
518,2025-01-22 13:00,100.0,0.999807,0.813083
519,2025-01-22 14:00,100.0,0.999268,0.813442
520,2025-01-22 15:00,100.0,0.997239,0.813795
521,2025-01-22 16:00,100.0,0.990802,0.814135
522,2025-01-22 17:00,98.3796,0.976439,0.814446
523,2025-01-22 18:00,96.9907,0.963301,0.814731
524,2025-01-22 19:00,94.9074,0.933716,0.814958
525,2025-01-22 20:00,92.5926,0.895783,0.815112
526,2025-01-22 21:00,88.0401,0.87856,0.815232
527,2025-01-22 22:00,87.6543,0.862553,0.815322
528,2025-01-22 23:00,85.3395,0.850494,0.815389
529,2025-01-23 00:00,84.7222,0.843851,0.815442
530,2025-01-23 01:00,84.0278,0.833754,0.815477
531,2025-01-23 02:00,82.5617,0.82156,0.815488
532,2025-01-23 03:00,81.4043,0.807292,0.815473
533,2025-01-23 04:00,80.4012,0.800611,0.815445
534,2025-01-23 05:00,79.5525,0.787066,0.815392
535,2025-01-23 06:00,78.1636,0.779341,0.815325
536,2025-01-23 07:00,100.0,0.795966,0.815288
537,2025-01-23 08:00,100.0,0.889324,0.815426
538,2025-01-23 09:00,100.0,0.973971,0.815721
539,2025-01-23 10:00,100.0,0.997931,0.816059
540,2025-01-23 11:00,100.0,0.999998,0.8164
541,2025-01-23 12:00,100.0,1.0,0.816739
542,2025-01-23 13:00,100.0,1.0,0.817077
543,2025-01-23 14:00,100.0,0.999544,0.817413
544,2025-01-23 15:00,100.0,0.996289,0.817742
545,2025-01-23 16:00,100.0,0.985801,0.81805
546,2025-01-23 17:00,100.0,0.973931,0.818336
547,2025-01-23 18:00,96.9907,0.961949,0.818598
548,2025-01-23 19:00,94.6759,0.938693,0.818818
549,2025-01-23 20:00,93.4414,0.923007,0.819007
550,2025-01-23 21:00,91.821,0.914371,0.819181
551,2025-01-23 22:00,90.9722,0.898249,0.819324
552,2025-01-23 23:00,89.5062,0.85773,0.819394
553,2025-01-24 00:00,85.108,0.846919,0.819444
554,2025-01-24 01:00,84.5679,0.836844,0.819475
555,2025-01-24 02:00,82.9475,0.816347,0.819469
556,2025-01-24 03:00,80.0154,0.797037,0.819429
557,2025-01-24 04:00,79.0123,0.78671,0.81937
558,2025-01-24 05:00,78.3951,0.782112,0.819304
559,2025-01-24 06:00,78.0864,0.777031,0.819228
560,2025-01-24 07:00,100.0,0.790593,0.819177
561,2025-01-24 08:00,100.0,0.882668,0.81929
562,2025-01-24 09:00,100.0,0.962118,0.819544
563,2025-01-24 10:00,100.0,0.995447,0.819857
564,2025-01-24 11:00,100.0,0.99968,0.820175
565,2025-01-24 12:00,100.0,0.999069,0.820492
566,2025-01-24 13:00,100.0,0.997422,0.820805
567,2025-01-24 14:00,100.0,0.993754,0.82111
568,2025-01-24 15:00,100.0,0.987602,0.821403
569,2025-01-24 16:00,100.0,0.966767,0.821658
570,2025-01-24 17:00,100.0,0.886595,0.821772
571,2025-01-24 18:00,86.4198,0.860066,0.821839
572,2025-01-24 19:00,85.571,0.84793,0.821885
573,2025-01-24 20:00,84.1821,0.823493,0.821888
574,2025-01-24 21:00,80.7099,0.803891,0.821856
575,2025-01-24 22:00,79.9383,0.786381,0.821795
576,2025-01-24 23:00,77.6235,0.769502,0.821704
577,2025-01-25 00:00,76.1574,0.759628,0.821596
578,2025-01-25 01:00,75.8488,0.750944,0.821474
579,2025-01-25 02:00,74.7685,0.74556,0.821343
580,2025-01-25 03:00,74.2284,0.741058,0.821204
581,2025-01-25 04:00,73.9198,0.738049,0.821061
582,2025-01-25 05:00,73.7654,0.732676,0.820909
583,2025-01-25 06:00,73.2253,0.732079,0.820757
584,2025-01-25 07:00,100.0,0.745639,0.820628
585,2025-01-25 08:00,100.0,0.848413,0.820676
586,2025-01-25 09:00,100.0,0.928374,0.82086
587,2025-01-25 10:00,100.0,0.979582,0.82113
588,2025-01-25 11:00,100.0,0.995105,0.821426
589,2025-01-25 12:00,100.0,0.994553,0.82172
590,2025-01-25 13:00,100.0,0.997136,0.822017
591,2025-01-25 14:00,100.0,0.993032,0.822307
592,2025-01-25 15:00,100.0,0.983658,0.822579
593,2025-01-25 16:00,100.0,0.93415,0.822767
594,2025-01-25 17:00,100.0,0.880323,0.822864
595,2025-01-25 18:00,87.5,0.863578,0.822933
596,2025-01-25 19:00,84.8765,0.846286,0.822972
597,2025-01-25 20:00,84.4136,0.83667,0.822995
598,2025-01-25 21:00,83.0247,0.822166,0.822993
599,2025-01-25 22:00,81.25,0.801394,0.822957
600,2025-01-25 23:00,79.6296,0.788426,0.8229
601,2025-01-26 00:00,78.4722,0.77455,0.822819
602,2025-01-26 01:00,76.1574,0.759647,0.822714
603,2025-01-26 02:00,75.8488,0.753657,0.8226
604,2025-01-26 03:00,73.9969,0.733676,0.822453
605,2025-01-26 04:00,72.9167,0.725489,0.822292
606,2025-01-26 05:00,72.3765,0.722058,0.822127
607,2025-01-26 06:00,72.0679,0.708347,0.82194
608,2025-01-26 07:00,100.0,0.732933,0.821793
609,2025-01-26 08:00,100.0,0.865569,0.821865
610,2025-01-26 09:00,100.0,0.942094,0.822062
611,2025-01-26 10:00,100.0,0.987352,0.822333
612,2025-01-26 11:00,100.0,0.999873,0.822623
613,2025-01-26 12:00,100.0,0.999806,0.822912
614,2025-01-26 13:00,100.0,0.999341,0.823199
615,2025-01-26 14:00,100.0,0.996919,0.823482
616,2025-01-26 15:00,100.0,0.991215,0.823754
617,2025-01-26 16:00,100.0,0.981163,0.824009
618,2025-01-26 17:00,100.0,0.963073,0.824234
619,2025-01-26 18:00,95.5247,0.93749,0.824417
620,2025-01-26 19:00,92.1296,0.915335,0.824564
621,2025-01-26 20:00,91.2809,0.86963,0.824636
622,2025-01-26 21:00,86.3426,0.852338,0.824681
623,2025-01-26 22:00,84.4907,0.837165,0.824701
624,2025-01-26 23:00,83.4105,0.829191,0.824708
625,2025-01-27 00:00,82.2531,0.809441,0.824684
626,2025-01-27 01:00,79.784,0.787364,0.824624
627,2025-01-27 02:00,78.2407,0.770915,0.824538
628,2025-01-27 03:00,76.5432,0.762073,0.824439
629,2025-01-27 04:00,75.9259,0.757328,0.824332
630,2025-01-27 05:00,75.3086,0.742095,0.824202
631,2025-01-27 06:00,72.7623,0.722518,0.82404
632,2025-01-27 07:00,100.0,0.742028,0.823911
633,2025-01-27 08:00,100.0,0.866754,0.823978
634,2025-01-27 09:00,100.0,0.952752,0.824181
635,2025-01-27 10:00,100.0,0.993247,0.824448
636,2025-01-27 11:00,100.0,0.999971,0.824724
637,2025-01-27 12:00,100.0,1.0,0.824999
638,2025-01-27 13:00,100.0,1.0,0.825273
639,2025-01-27 14:00,100.0,1.0,0.825547
640,2025-01-27 15:00,100.0,0.99833,0.825817
641,2025-01-27 16:00,100.0,0.98903,0.826071
642,2025-01-27 17:00,100.0,0.979313,0.82631
643,2025-01-27 18:00,97.608,0.970204,0.826534
644,2025-01-27 19:00,95.2932,0.934613,0.826701
645,2025-01-27 20:00,92.6698,0.924326,0.826853
646,2025-01-27 21:00,92.2068,0.917564,0.826993
647,2025-01-27 22:00,90.6636,0.894651,0.827098
648,2025-01-27 23:00,85.9568,0.856049,0.827143
649,2025-01-28 00:00,84.1049,0.835759,0.827156
650,2025-01-28 01:00,82.0988,0.814009,0.827136
651,2025-01-28 02:00,80.7099,0.801213,0.827096
652,2025-01-28 03:00,79.5525,0.787347,0.827035
653,2025-01-28 04:00,77.7006,0.774433,0.826954
654,2025-01-28 05:00,77.1605,0.76965,0.826867
655,2025-01-28 06:00,76.8519,0.761687,0.826767
656,2025-01-28 07:00,100.0,0.78144,0.826698
657,2025-01-28 08:00,100.0,0.896689,0.826805
658,2025-01-28 09:00,100.0,0.973118,0.827027
659,2025-01-28 10:00,100.0,0.997898,0.827286
660,2025-01-28 11:00,100.0,1.0,0.827548
661,2025-01-28 12:00,100.0,1.0,0.827809
662,2025-01-28 13:00,100.0,1.0,0.828069
663,2025-01-28 14:00,100.0,1.0,0.828328
664,2025-01-28 15:00,100.0,0.999355,0.828586
665,2025-01-28 16:00,100.0,0.994125,0.828835
666,2025-01-28 17:00,100.0,0.984305,0.829068
667,2025-01-28 18:00,97.8395,0.975964,0.829288
668,2025-01-28 19:00,97.3765,0.954971,0.829477
669,2025-01-28 20:00,94.213,0.935077,0.829634
670,2025-01-28 21:00,93.0556,0.925172,0.829777
671,2025-01-28 22:00,91.9753,0.913488,0.829902
672,2025-01-28 23:00,91.1265,0.908459,0.830019
673,2025-01-29 00:00,90.7407,0.905644,0.830131
674,2025-01-29 01:00,89.3519,0.891395,0.830222
675,2025-01-29 02:00,88.8117,0.880774,0.830297
676,2025-01-29 03:00,87.8858,0.868662,0.830354
677,2025-01-29 04:00,82.4846,0.820869,0.83034
678,2025-01-29 05:00,81.5586,0.812081,0.830313
679,2025-01-29 06:00,81.0957,0.807293,0.830279
680,2025-01-29 07:00,100.0,0.807477,0.830245
681,2025-01-29 08:00,100.0,0.850588,0.830275
682,2025-01-29 09:00,100.0,0.870235,0.830334
683,2025-01-29 10:00,100.0,0.907036,0.830446
684,2025-01-29 11:00,100.0,0.92859,0.830589
685,2025-01-29 12:00,100.0,0.966653,0.830788
686,2025-01-29 13:00,100.0,0.971092,0.830993
687,2025-01-29 14:00,100.0,0.95667,0.831175
688,2025-01-29 15:00,100.0,0.936603,0.831329
689,2025-01-29 16:00,100.0,0.900656,0.831429
690,2025-01-29 17:00,100.0,0.833441,0.831432
691,2025-01-29 18:00,81.25,0.803842,0.831392
692,2025-01-29 19:00,80.0154,0.793176,0.831337
693,2025-01-29 20:00,79.0123,0.789352,0.831277
694,2025-01-29 21:00,78.7037,0.784823,0.83121
695,2025-01-29 22:00,78.3179,0.777355,0.831132
696,2025-01-29 23:00,77.3148,0.771445,0.831046
697,2025-01-30 00:00,76.6975,0.762155,0.830948
698,2025-01-30 01:00,75.9259,0.758749,0.830844
699,2025-01-30 02:00,75.6944,0.749392,0.830728
700,2025-01-30 03:00,74.9228,0.737113,0.830594
701,2025-01-30 04:00,73.2253,0.731569,0.830453
702,2025-01-30 05:00,73.1481,0.730997,0.830311
703,2025-01-30 06:00,72.9167,0.723165,0.830158
704,2025-01-30 07:00,100.0,0.732362,0.83002
705,2025-01-30 08:00,100.0,0.827918,0.830017
706,2025-01-30 09:00,100.0,0.873202,0.830078
707,2025-01-30 10:00,100.0,0.916002,0.830199
708,2025-01-30 11:00,100.0,0.958504,0.83038
709,2025-01-30 12:00,100.0,0.979934,0.830591
710,2025-01-30 13:00,100.0,0.983898,0.830807
711,2025-01-30 14:00,100.0,0.978931,0.831016
712,2025-01-30 15:00,100.0,0.962677,0.831201
713,2025-01-30 16:00,100.0,0.93925,0.831352
714,2025-01-30 17:00,100.0,0.886884,0.83143
715,2025-01-30 18:00,86.4198,0.857063,0.831466
716,2025-01-30 19:00,81.0957,0.802595,0.831425
717,2025-01-30 20:00,79.321,0.789705,0.831367
718,2025-01-30 21:00,78.7809,0.782005,0.831299
719,2025-01-30 22:00,77.5463,0.748191,0.831183
720,2025-01-30 23:00,61.8056,0.611124,0.830877
